Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
.,io.jhdf.filter,Lz4Filter,decode,Magic Number,The method contains a magic number: 8,49
.,io.jhdf.filter,Lz4Filter,decode,Magic Number,The method contains a magic number: 4,49
.,io.jhdf.filter,LzfFilter,getId,Magic Number,The method contains a magic number: 32000,18
.,io.jhdf.filter,LzfFilter,decode,Magic Number,The method contains a magic number: 2,38
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference,Magic Number,The method contains a magic number: 2,33
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference,Magic Number,The method contains a magic number: 2,33
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference,Magic Number,The method contains a magic number: 2,33
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference,Magic Number,The method contains a magic number: 2,33
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference,Magic Number,The method contains a magic number: 2,33
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference,Magic Number,The method contains a magic number: 2,33
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference,Magic Number,The method contains a magic number: 2,33
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference,Magic Number,The method contains a magic number: 2,33
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference2,Magic Number,The method contains a magic number: 2,60
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference2,Magic Number,The method contains a magic number: 7,60
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference2,Magic Number,The method contains a magic number: 45,60
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference2,Magic Number,The method contains a magic number: 2,60
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference2,Magic Number,The method contains a magic number: 2,60
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference2,Magic Number,The method contains a magic number: 7,60
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference2,Magic Number,The method contains a magic number: 45,60
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference2,Magic Number,The method contains a magic number: 2,60
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference2,Magic Number,The method contains a magic number: 2,60
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference2,Magic Number,The method contains a magic number: 7,60
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference2,Magic Number,The method contains a magic number: 45,60
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference3,Magic Number,The method contains a magic number: 2,87
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference3,Magic Number,The method contains a magic number: 7,87
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference3,Magic Number,The method contains a magic number: 45,87
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference3,Magic Number,The method contains a magic number: 2,87
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference3,Magic Number,The method contains a magic number: 2,87
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference3,Magic Number,The method contains a magic number: 7,87
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference3,Magic Number,The method contains a magic number: 45,87
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference3,Magic Number,The method contains a magic number: 2,87
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference3,Magic Number,The method contains a magic number: 2,87
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference3,Magic Number,The method contains a magic number: 2,87
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference3,Magic Number,The method contains a magic number: 7,87
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference3,Magic Number,The method contains a magic number: 45,87
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference4,Magic Number,The method contains a magic number: 8,114
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference4,Magic Number,The method contains a magic number: 7,114
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference4,Magic Number,The method contains a magic number: 32455,114
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference4,Magic Number,The method contains a magic number: 8,114
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference4,Magic Number,The method contains a magic number: 8,114
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference4,Magic Number,The method contains a magic number: 7,114
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference4,Magic Number,The method contains a magic number: 32455,114
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference4,Magic Number,The method contains a magic number: 8,114
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference4,Magic Number,The method contains a magic number: 8,114
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference4,Magic Number,The method contains a magic number: 4,114
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference4,Magic Number,The method contains a magic number: 7,114
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference4,Magic Number,The method contains a magic number: 32455,114
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference5,Magic Number,The method contains a magic number: 13,142
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference5,Magic Number,The method contains a magic number: 2,142
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference5,Magic Number,The method contains a magic number: 3,142
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference5,Magic Number,The method contains a magic number: 4,142
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference5,Magic Number,The method contains a magic number: 5,142
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference5,Magic Number,The method contains a magic number: 6,142
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference5,Magic Number,The method contains a magic number: 7,142
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference5,Magic Number,The method contains a magic number: 8,142
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference5,Magic Number,The method contains a magic number: 9,142
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference5,Magic Number,The method contains a magic number: 10,142
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference5,Magic Number,The method contains a magic number: 11,142
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference5,Magic Number,The method contains a magic number: 12,142
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference5,Magic Number,The method contains a magic number: 13,142
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference5,Magic Number,The method contains a magic number: 13,142
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference5,Magic Number,The method contains a magic number: 13,142
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference5,Magic Number,The method contains a magic number: 13,142
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference5,Magic Number,The method contains a magic number: 13,142
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference5,Magic Number,The method contains a magic number: 2,142
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference6,Magic Number,The method contains a magic number: 10,181
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference6,Magic Number,The method contains a magic number: 4,181
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference6,Magic Number,The method contains a magic number: 4,181
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference6,Magic Number,The method contains a magic number: 4,181
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference6,Magic Number,The method contains a magic number: 4,181
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference6,Magic Number,The method contains a magic number: 4,181
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference6,Magic Number,The method contains a magic number: 4,181
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference6,Magic Number,The method contains a magic number: 4,181
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference6,Magic Number,The method contains a magic number: 4,181
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference6,Magic Number,The method contains a magic number: 4,181
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference6,Magic Number,The method contains a magic number: 4,181
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference6,Magic Number,The method contains a magic number: 10,181
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference6,Magic Number,The method contains a magic number: 10,181
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference6,Magic Number,The method contains a magic number: 4,181
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference6,Magic Number,The method contains a magic number: 4,181
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference6,Magic Number,The method contains a magic number: 10,181
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference6,Magic Number,The method contains a magic number: 10,181
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference6,Magic Number,The method contains a magic number: 4,181
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference6,Magic Number,The method contains a magic number: 4,181
.,io.jhdf.filter,BitShuffleFilterTest,testCompareToReference6,Magic Number,The method contains a magic number: 10,181
.,io.jhdf.filter,BitShuffleFilterTest,testLazyInitFailure,Magic Number,The method contains a magic number: 64,239
.,io.jhdf.filter,BitShuffleFilterTest,testLazyInitFailure,Magic Number,The method contains a magic number: 64,239
.,io.jhdf.filter,BitShuffleFilterTest,testLazyInitFailure,Magic Number,The method contains a magic number: 16,239
.,io.jhdf.filter,BitShuffleFilterTest,testLazyInitFailure,Magic Number,The method contains a magic number: 8,239
.,io.jhdf.filter,ByteShuffleFilterTest,testShuffleWithMismatchedLength,Magic Number,The method contains a magic number: 40,50
.,io.jhdf.filter,ByteShuffleFilterTest,testShuffleWithMismatchedLength,Magic Number,The method contains a magic number: 50,50
.,io.jhdf.filter,ByteShuffleFilterTest,testShuffleWithMismatchedLength,Magic Number,The method contains a magic number: 60,50
.,io.jhdf.filter,ByteShuffleFilterTest,testShuffleWithMismatchedLength,Magic Number,The method contains a magic number: 70,50
.,io.jhdf.filter,ByteShuffleFilterTest,testShuffleWithMismatchedLength,Magic Number,The method contains a magic number: 40,50
.,io.jhdf.filter,ByteShuffleFilterTest,testShuffleWithMismatchedLength,Magic Number,The method contains a magic number: 50,50
.,io.jhdf.filter,ByteShuffleFilterTest,testShuffleWithMismatchedLength,Magic Number,The method contains a magic number: 60,50
.,io.jhdf.filter,ByteShuffleFilterTest,testShuffleWithMismatchedLength,Magic Number,The method contains a magic number: 70,50
.,io.jhdf.filter,DeflatePipelineFilterTest,decodeWorks,Magic Number,The method contains a magic number: 50,28
.,io.jhdf.filter,DeflatePipelineFilterTest,decodeWorks,Magic Number,The method contains a magic number: 1024,28
.,io.jhdf.filter,Lz4FilterTest,testLazyInitFailure,Magic Number,The method contains a magic number: 64,24
.,io.jhdf.filter,Lz4FilterTest,testLazyInitFailure,Magic Number,The method contains a magic number: 64,24
.,io.jhdf.filter,Lz4FilterTest,testLazyInitFailure,Magic Number,The method contains a magic number: 16,24
.,io.jhdf.filter,Lz4FilterTest,testLazyInitFailure,Magic Number,The method contains a magic number: 8,24
.,io.jhdf.links,ExternalLink,getTarget,Long Statement,The length of the statement "throw new HdfBrokenLinkException("Could not resolve link target '" + targetPath + "' in external file '"+ targetFile+ "' from link '"+ getPath()+ "'"`e);" is 153.,63
.,io.jhdf.links,LinksTest,testSoftLink,Magic Number,The method contains a magic number: 10904L,55
.,io.jhdf.links,LinksTest,testExternalLink,Long Statement,The length of the statement "assertThat(externalLink.toString()`is(equalTo("ExternalLink [name=external_link` targetFile=test_file_ext.hdf5` targetPath=/external_dataset]")));" is 146.,89
.,io.jhdf.links,LinksTest,testExternalLink,Magic Number,The method contains a magic number: 195L,89
.,io.jhdf.links,LinksTest,testExternalLinkWithInvalidPath,Long Statement,The length of the statement "assertThat(e.getMessage()`is(equalTo("Could not resolve link target '/non/existent/path' in external file 'test_file_ext.hdf5' from link '/broken_link'")));" is 156.,111
.,io.jhdf.links,LinksTest,testExternalLinkWithInvalidFile,Long Statement,The length of the statement "assertThat(e.getMessage()`is(equalTo("Could not resolve link target '/non/existent/path' in external file '/missing_file.hdf5' from link '/broken_link'")));" is 156.,121
.,io.jhdf.object.datatype,ArrayDataType,ArrayDataType,Magic Number,The method contains a magic number: 2,27
.,io.jhdf.object.datatype,ArrayDataType,ArrayDataType,Magic Number,The method contains a magic number: 3,27
.,io.jhdf.object.datatype,ArrayDataType,ArrayDataType,Magic Number,The method contains a magic number: 4,27
.,io.jhdf.object.datatype,ArrayDataType,ArrayDataType,Magic Number,The method contains a magic number: 2,27
.,io.jhdf.object.datatype,ArrayDataType,ArrayDataType,Magic Number,The method contains a magic number: 4,27
.,io.jhdf.object.datatype,BitField,BitField,Magic Number,The method contains a magic number: 2,27
.,io.jhdf.object.datatype,CompoundDataType,CompoundDataType,Complex Method,Cyclomatic complexity of the method is 9,32
.,io.jhdf.object.datatype,CompoundDataType,CompoundDataType,Magic Number,The method contains a magic number: 3,32
.,io.jhdf.object.datatype,CompoundDataType,CompoundDataType,Magic Number,The method contains a magic number: 16,32
.,io.jhdf.object.datatype,CompoundDataType,CompoundDataType,Magic Number,The method contains a magic number: 3,32
.,io.jhdf.object.datatype,CompoundDataType,CompoundDataType,Magic Number,The method contains a magic number: 8,32
.,io.jhdf.object.datatype,CompoundDataType,CompoundDataType,Magic Number,The method contains a magic number: 8,32
.,io.jhdf.object.datatype,CompoundDataType,CompoundDataType,Magic Number,The method contains a magic number: 3,32
.,io.jhdf.object.datatype,CompoundDataType,CompoundDataType,Magic Number,The method contains a magic number: 4,32
.,io.jhdf.object.datatype,CompoundDataType,CompoundDataType,Magic Number,The method contains a magic number: 3,32
.,io.jhdf.object.datatype,CompoundDataType,CompoundDataType,Magic Number,The method contains a magic number: 4,32
.,io.jhdf.object.datatype,CompoundDataType,CompoundDataType,Magic Number,The method contains a magic number: 4,32
.,io.jhdf.object.datatype,CompoundDataType,CompoundDataType,Magic Number,The method contains a magic number: 4,32
.,io.jhdf.object.datatype,CompoundDataType,CompoundDataType,Magic Number,The method contains a magic number: 4,32
.,io.jhdf.object.datatype,DataType,readDataType,Complex Method,Cyclomatic complexity of the method is 13,27
.,io.jhdf.object.datatype,DataType,readDataType,Magic Number,The method contains a magic number: 4,27
.,io.jhdf.object.datatype,DataType,readDataType,Magic Number,The method contains a magic number: 4,27
.,io.jhdf.object.datatype,DataType,readDataType,Magic Number,The method contains a magic number: 4,27
.,io.jhdf.object.datatype,DataType,readDataType,Magic Number,The method contains a magic number: 3,27
.,io.jhdf.object.datatype,DataType,readDataType,Magic Number,The method contains a magic number: 2,27
.,io.jhdf.object.datatype,DataType,readDataType,Magic Number,The method contains a magic number: 3,27
.,io.jhdf.object.datatype,DataType,readDataType,Magic Number,The method contains a magic number: 4,27
.,io.jhdf.object.datatype,DataType,readDataType,Magic Number,The method contains a magic number: 5,27
.,io.jhdf.object.datatype,DataType,readDataType,Magic Number,The method contains a magic number: 6,27
.,io.jhdf.object.datatype,DataType,readDataType,Magic Number,The method contains a magic number: 7,27
.,io.jhdf.object.datatype,DataType,readDataType,Magic Number,The method contains a magic number: 8,27
.,io.jhdf.object.datatype,DataType,readDataType,Magic Number,The method contains a magic number: 9,27
.,io.jhdf.object.datatype,DataType,readDataType,Magic Number,The method contains a magic number: 10,27
.,io.jhdf.object.datatype,DataType,readDataType,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@15bb0a94,27
.,io.jhdf.object.datatype,DataType,DataType,Magic Number,The method contains a magic number: 4,72
.,io.jhdf.object.datatype,DataType,DataType,Magic Number,The method contains a magic number: 4,72
.,io.jhdf.object.datatype,DataType,DataType,Magic Number,The method contains a magic number: 4,72
.,io.jhdf.object.datatype,DataType,DataType,Magic Number,The method contains a magic number: 3,72
.,io.jhdf.object.datatype,DataType,DataType,Magic Number,The method contains a magic number: 4,72
.,io.jhdf.object.datatype,EnumDataType,EnumDataType,Magic Number,The method contains a magic number: 16,32
.,io.jhdf.object.datatype,EnumDataType,EnumDataType,Magic Number,The method contains a magic number: 3,32
.,io.jhdf.object.datatype,EnumDataType,EnumDataType,Magic Number,The method contains a magic number: 8,32
.,io.jhdf.object.datatype,EnumDataType,EnumDataType,Magic Number,The method contains a magic number: 8,32
.,io.jhdf.object.datatype,FixedPoint,FixedPoint,Magic Number,The method contains a magic number: 2,33
.,io.jhdf.object.datatype,FixedPoint,FixedPoint,Magic Number,The method contains a magic number: 3,33
.,io.jhdf.object.datatype,FixedPoint,getJavaType,Complex Method,Cyclomatic complexity of the method is 10,75
.,io.jhdf.object.datatype,FixedPoint,getJavaType,Magic Number,The method contains a magic number: 8,75
.,io.jhdf.object.datatype,FixedPoint,getJavaType,Magic Number,The method contains a magic number: 16,75
.,io.jhdf.object.datatype,FixedPoint,getJavaType,Magic Number,The method contains a magic number: 32,75
.,io.jhdf.object.datatype,FixedPoint,getJavaType,Magic Number,The method contains a magic number: 64,75
.,io.jhdf.object.datatype,FixedPoint,getJavaType,Magic Number,The method contains a magic number: 8,75
.,io.jhdf.object.datatype,FixedPoint,getJavaType,Magic Number,The method contains a magic number: 16,75
.,io.jhdf.object.datatype,FixedPoint,getJavaType,Magic Number,The method contains a magic number: 32,75
.,io.jhdf.object.datatype,FixedPoint,getJavaType,Magic Number,The method contains a magic number: 64,75
.,io.jhdf.object.datatype,FixedPoint,getJavaType,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@18db436a,75
.,io.jhdf.object.datatype,FixedPoint,getJavaType,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@c7f31c7,75
.,io.jhdf.object.datatype,FixedPoint,fillData,Complex Method,Cyclomatic complexity of the method is 10,105
.,io.jhdf.object.datatype,FixedPoint,fillData,Magic Number,The method contains a magic number: 2,105
.,io.jhdf.object.datatype,FixedPoint,fillData,Magic Number,The method contains a magic number: 4,105
.,io.jhdf.object.datatype,FixedPoint,fillData,Magic Number,The method contains a magic number: 8,105
.,io.jhdf.object.datatype,FixedPoint,fillData,Magic Number,The method contains a magic number: 2,105
.,io.jhdf.object.datatype,FixedPoint,fillData,Magic Number,The method contains a magic number: 4,105
.,io.jhdf.object.datatype,FixedPoint,fillData,Magic Number,The method contains a magic number: 8,105
.,io.jhdf.object.datatype,FixedPoint,fillData,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@67148c40,105
.,io.jhdf.object.datatype,FixedPoint,fillData,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@2a36c59c,105
.,io.jhdf.object.datatype,FixedPoint,fillDataUnsigned,Magic Number,The method contains a magic number: 8,248
.,io.jhdf.object.datatype,FloatingPoint,FloatingPoint,Magic Number,The method contains a magic number: 6,44
.,io.jhdf.object.datatype,FloatingPoint,FloatingPoint,Magic Number,The method contains a magic number: 2,44
.,io.jhdf.object.datatype,FloatingPoint,FloatingPoint,Magic Number,The method contains a magic number: 3,44
.,io.jhdf.object.datatype,FloatingPoint,FloatingPoint,Magic Number,The method contains a magic number: 4,44
.,io.jhdf.object.datatype,FloatingPoint,FloatingPoint,Magic Number,The method contains a magic number: 2,44
.,io.jhdf.object.datatype,FloatingPoint,FloatingPoint,Magic Number,The method contains a magic number: 8,44
.,io.jhdf.object.datatype,FloatingPoint,FloatingPoint,Magic Number,The method contains a magic number: 8,44
.,io.jhdf.object.datatype,FloatingPoint,getJavaType,Magic Number,The method contains a magic number: 16,128
.,io.jhdf.object.datatype,FloatingPoint,getJavaType,Magic Number,The method contains a magic number: 32,128
.,io.jhdf.object.datatype,FloatingPoint,getJavaType,Magic Number,The method contains a magic number: 64,128
.,io.jhdf.object.datatype,FloatingPoint,getJavaType,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@68b403a3,128
.,io.jhdf.object.datatype,FloatingPoint,fillData,Magic Number,The method contains a magic number: 2,141
.,io.jhdf.object.datatype,FloatingPoint,fillData,Magic Number,The method contains a magic number: 4,141
.,io.jhdf.object.datatype,FloatingPoint,fillData,Magic Number,The method contains a magic number: 8,141
.,io.jhdf.object.datatype,FloatingPoint,fillData,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@1d30e67b,141
.,io.jhdf.object.datatype,FloatingPoint,toFloat,Magic Number,The method contains a magic number: 0x03ff,177
.,io.jhdf.object.datatype,FloatingPoint,toFloat,Magic Number,The method contains a magic number: 0x7c00,177
.,io.jhdf.object.datatype,FloatingPoint,toFloat,Magic Number,The method contains a magic number: 0x7c00,177
.,io.jhdf.object.datatype,FloatingPoint,toFloat,Magic Number,The method contains a magic number: 0x3fc00,177
.,io.jhdf.object.datatype,FloatingPoint,toFloat,Magic Number,The method contains a magic number: 0x1c000,177
.,io.jhdf.object.datatype,FloatingPoint,toFloat,Magic Number,The method contains a magic number: 0x1c400,177
.,io.jhdf.object.datatype,FloatingPoint,toFloat,Magic Number,The method contains a magic number: 0x400,177
.,io.jhdf.object.datatype,FloatingPoint,toFloat,Magic Number,The method contains a magic number: 0x400,177
.,io.jhdf.object.datatype,FloatingPoint,toFloat,Magic Number,The method contains a magic number: 0x3ff,177
.,io.jhdf.object.datatype,FloatingPoint,toFloat,Magic Number,The method contains a magic number: 0x8000,177
.,io.jhdf.object.datatype,FloatingPoint,toFloat,Magic Number,The method contains a magic number: 16,177
.,io.jhdf.object.datatype,FloatingPoint,toFloat,Magic Number,The method contains a magic number: 13,177
.,io.jhdf.object.datatype,OpaqueDataType,OpaqueDataType,Magic Number,The method contains a magic number: 8,29
.,io.jhdf.object.datatype,Reference,Reference,Magic Number,The method contains a magic number: 4,49
.,io.jhdf.object.datatype,Reference,Reference,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@5e850f11,49
.,io.jhdf.object.datatype,Reference,getJavaType,Magic Number,The method contains a magic number: 8,70
.,io.jhdf.object.datatype,StringData,fillFixedLengthStringData,Long Parameter List,The method has 6 parameters. ,43
.,io.jhdf.object.datatype,StringData,StringData,Magic Number,The method contains a magic number: 4,70
.,io.jhdf.object.datatype,StringData,StringData,Magic Number,The method contains a magic number: 2,70
.,io.jhdf.object.datatype,StringData,StringData,Magic Number,The method contains a magic number: 4,70
.,io.jhdf.object.datatype,StringData,StringData,Magic Number,The method contains a magic number: 4,70
.,io.jhdf.object.datatype,StringData,StringData,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@42833b78,70
.,io.jhdf.object.datatype,StringData,StringData,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@a628190,70
.,io.jhdf.object.datatype,VariableLength,VariableLength,Magic Number,The method contains a magic number: 4,29
.,io.jhdf.object.datatype,VariableLength,VariableLength,Magic Number,The method contains a magic number: 4,29
.,io.jhdf.object.datatype,VariableLength,VariableLength,Magic Number,The method contains a magic number: 4,29
.,io.jhdf.object.datatype,VariableLength,VariableLength,Magic Number,The method contains a magic number: 2,29
.,io.jhdf.object.datatype,VariableLength,VariableLength,Magic Number,The method contains a magic number: 8,29
.,io.jhdf.object.datatype,VariableLength,VariableLength,Magic Number,The method contains a magic number: 4,29
.,io.jhdf.object.datatype,VariableLength,VariableLength,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@107bbd99,29
.,io.jhdf.object.datatype,VariableLength,VariableLength,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@66f0c500,29
.,io.jhdf.object.datatype,FixedPointTest,mockFixedPoint,Magic Number,The method contains a magic number: 8,69
.,io.jhdf.object.datatype,FixedPointTest,datasetReadTests,Long Statement,The length of the statement "return Stream.of(dynamicTest("Signed Byte"`createTest(byteBuffer`byteDataType`dims`byteResult))`dynamicTest("Unsigned Byte"`createTest(byteBuffer`unsignedByteDataType`dims`unsignedByteResult))`dynamicTest("Signed Short"`createTest(shortBuffer`shortDataType`dims`shortResult))`dynamicTest("Unsigned Short"`createTest(shortBuffer`unsignedShortDataType`dims`unsignedShortResult))`dynamicTest("Signed Int"`createTest(intBuffer`intDataType`dims`intResult))`dynamicTest("Unsigned Int"`createTest(intBuffer`unsignedIntDataType`dims`unsignedIntResult))`dynamicTest("Signed Long"`createTest(longBuffer`longDataType`dims`longResult))`dynamicTest("Unsigned Long"`createTest(longBuffer`unsignedLongDataType`dims`unsignedLongResult)));" is 722.,118
.,io.jhdf.object.datatype,FixedPointTest,testUnsupportedFixedPointLengthThrows,Magic Number,The method contains a magic number: 11,141
.,io.jhdf.object.datatype,FixedPointTest,testUnsupportedUnsignedFixedPointLengthThrows,Magic Number,The method contains a magic number: 11,149
.,io.jhdf.object.datatype,FloatingPointTest,mockFloatingPoint,Magic Number,The method contains a magic number: 8,70
.,io.jhdf.object.datatype,FloatingPointTest,datasetReadTests,Long Statement,The length of the statement "return Stream.of(dynamicTest("Float"`createTest(floatBuffer`floatDataType`dims`floatResult))`dynamicTest("Double"`createTest(doubleBuffer`doubleDataType`dims`doubleResult)));" is 174.,78
.,io.jhdf.object.datatype,FloatingPointTest,testUnsupportedFloatingPointLengthThrows,Magic Number,The method contains a magic number: 11,95
.,io.jhdf.object.datatype,FloatingPointTest,testHalfPrecisionFloats,Long Statement,The length of the statement "return Stream.of(Arguments.of((short)0x1400`9.765625E-4f)`Arguments.of((short)0x1000`4.8828125E-4f)`Arguments.of((short)0x0001`5.9604645E-8f)`Arguments.of((short)0x03FF`6.097555E-5f)`Arguments.of((short)0x3BFF`0.9995117f)`Arguments.of((short)0x3C00`1.0f)`Arguments.of((short)0x3C01`1.0009766f)`Arguments.of((short)0xFBFF`-65504.0f)`Arguments.of((short)0x7BFF`65504.0f)`Arguments.of((short)0xC000`-2.0f)`Arguments.of((short)0x0000`0.0f)`Arguments.of((short)0x8000`-0.0f)`Arguments.of((short)0xFFFF`Float.NaN)`Arguments.of((short)0x7C00`Float.POSITIVE_INFINITY)`Arguments.of((short)0xFC00`Float.NEGATIVE_INFINITY));" is 613.,103
.,io.jhdf.object.datatype,FloatingPointTest,testHalfPrecisionFloats,Magic Number,The method contains a magic number: 0x1400,103
.,io.jhdf.object.datatype,FloatingPointTest,testHalfPrecisionFloats,Magic Number,The method contains a magic number: 9.765625E-4f,103
.,io.jhdf.object.datatype,FloatingPointTest,testHalfPrecisionFloats,Magic Number,The method contains a magic number: 0x1000,103
.,io.jhdf.object.datatype,FloatingPointTest,testHalfPrecisionFloats,Magic Number,The method contains a magic number: 4.8828125E-4f,103
.,io.jhdf.object.datatype,FloatingPointTest,testHalfPrecisionFloats,Magic Number,The method contains a magic number: 5.9604645E-8f,103
.,io.jhdf.object.datatype,FloatingPointTest,testHalfPrecisionFloats,Magic Number,The method contains a magic number: 0x03FF,103
.,io.jhdf.object.datatype,FloatingPointTest,testHalfPrecisionFloats,Magic Number,The method contains a magic number: 6.097555E-5f,103
.,io.jhdf.object.datatype,FloatingPointTest,testHalfPrecisionFloats,Magic Number,The method contains a magic number: 0x3BFF,103
.,io.jhdf.object.datatype,FloatingPointTest,testHalfPrecisionFloats,Magic Number,The method contains a magic number: 0.9995117f,103
.,io.jhdf.object.datatype,FloatingPointTest,testHalfPrecisionFloats,Magic Number,The method contains a magic number: 0x3C00,103
.,io.jhdf.object.datatype,FloatingPointTest,testHalfPrecisionFloats,Magic Number,The method contains a magic number: 0x3C01,103
.,io.jhdf.object.datatype,FloatingPointTest,testHalfPrecisionFloats,Magic Number,The method contains a magic number: 1.0009766f,103
.,io.jhdf.object.datatype,FloatingPointTest,testHalfPrecisionFloats,Magic Number,The method contains a magic number: 0xFBFF,103
.,io.jhdf.object.datatype,FloatingPointTest,testHalfPrecisionFloats,Magic Number,The method contains a magic number: 65504.0f,103
